pin_name,x,y,is_in_clk,is_port,is_startpoint,is_endpoint,dir,maxcap,maxtran,num_reachable_endpoint,cell_name,net_name,pin_tran,pin_slack,pin_rise_arr,pin_fall_arr,input_pin_cap
drc_buf_sp234673/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_buf_sp234673,n_13919,7.810768004601343e-11,6.358737425493644e-10,2.0698942559960187e-10,2.1631064994753757e-10,3.167060160250769e-16
drc_buf_sp234673/Y,178,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_buf_sp234673,n_13920,6.876836600167024e-11,6.358736870382131e-10,2.6704147226830344e-10,2.726580627943065e-10,-1
drc_buf_sp234674/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_buf_sp234674,u4_n_1362,3.455633695859106e-11,5.855174678437436e-10,1.5022098842631948e-10,1.5959315813329766e-10,3.167060160250769e-16
drc_buf_sp234674/Y,178,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_buf_sp234674,n_13919,7.810768004601343e-11,5.855174678437436e-10,2.0698942559960187e-10,2.1631064994753757e-10,-1
drc_buf_sp234698/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_buf_sp234698,exp_r[5],4.9383965666782714e-11,2.2985086056692694e-10,1.0153512058908021e-10,1.0156237656433476e-10,3.167060160250769e-16
drc_buf_sp234698/Y,178,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_buf_sp234698,n_13946,6.001690117107827e-11,2.2985086056692694e-10,1.5283546650479707e-10,1.5116821683314186e-10,-1
drc_buf_sp234723/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_buf_sp234723,exp_r[0],4.40083386399337e-11,2.017148253985468e-10,9.852038629354354e-11,9.878496631809952e-11,3.167060160250769e-16
drc_buf_sp234723/Y,178,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_buf_sp234723,n_13972,5.166245556353921e-11,2.017148253985468e-10,1.4507996193291461e-10,1.4430430461676025e-10,-1
drc_buf_sp234731/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_buf_sp234731,u2_n_606,1.6960095827744937e-10,2.790149000730935e-09,2.3631824275227586e-10,2.454413339236794e-10,3.167060160250769e-16
drc_buf_sp234731/Y,178,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_buf_sp234731,n_13981,6.132445246054274e-11,2.790149000730935e-09,3.025203698658885e-10,3.113099500406946e-10,-1
drc_bufs36417/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs36417,n_2944,2.9881718627278175e-11,-7.744827001943122e-11,1.4657067226586662e-10,1.6676782177427185e-10,1.2861600263411105e-15
drc_bufs36417/Y,124,135,0,-1,0,0,1,9.216000358691634e-14,2.2699998825093104e-10,0,drc_bufs36417,n_2940,3.0962964830960615e-11,-7.744826308053732e-11,1.8634381537818712e-10,1.6207618580565963e-10,-1
drc_bufs36418/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs36418,n_2943,7.304998272950058e-11,-7.744827695832512e-11,1.4383633173409294e-10,1.2504394741874592e-10,1.2397199627002357e-15
drc_bufs36418/Y,124,135,0,-1,0,0,1,9.216000358691634e-14,2.2699998825093104e-10,0,drc_bufs36418,n_2944,2.9881718627278175e-11,-7.744827001943122e-11,1.4657067226586662e-10,1.6676782177427185e-10,-1
drc_bufs37394/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs37394,n_9,1.689595824361234e-10,1.982128461364141e-09,1.543203120846215e-09,1.5685188703429276e-09,2.7572301508644724e-16
drc_bufs37394/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs37394,n_12,1.2732270793236466e-10,1.982128461364141e-09,1.6688994630698062e-09,1.636427993112477e-09,-1
drc_bufs37395/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs37395,n_9,1.689595824361234e-10,1.981304675879869e-09,1.543203120846215e-09,1.5685188703429276e-09,2.7572301508644724e-16
drc_bufs37395/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs37395,n_11,1.2732270793236466e-10,1.981304675879869e-09,1.6688994630698062e-09,1.636427993112477e-09,-1
drc_bufs37396/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs37396,n_9,1.689595824361234e-10,1.968184282219454e-09,1.543203120846215e-09,1.5685188703429276e-09,2.7572301508644724e-16
drc_bufs37396/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs37396,n_10,1.4650915203251458e-10,1.968184282219454e-09,1.6801584568071348e-09,1.6470235175702896e-09,-1
drc_bufs37407/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,1,drc_bufs37407,n_13,7.298710247294338e-11,3.1017828305834882e-09,4.2101111485948195e-10,4.172130974033905e-10,2.7572301508644724e-16
drc_bufs37407/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs37407,n_8,1.8289261771720078e-10,3.1017828305834882e-09,5.229870425615957e-10,5.176469808354511e-10,-1
drc_bufs37415/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs37415,u1_n_1066,1.5894621729906078e-10,2.0795920541161195e-09,1.4511399859529206e-09,1.4275103321637062e-09,2.7572301508644724e-16
drc_bufs37415/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs37415,n_7,1.402103988468184e-10,2.0795920541161195e-09,1.5280452458910077e-09,1.5541078424163857e-09,-1
drc_bufs37423/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs37423,n_4,1.60056291137467e-11,-1.2527090476055491e-11,3.547216520516372e-09,3.5266125575361684e-09,2.7572301508644724e-16
drc_bufs37423/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs37423,n_5,1.2352076306232362e-10,-1.2527090476055491e-11,3.589716079943628e-09,3.601148490517403e-09,-1
drc_bufs37424/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs37424,n_541,3.269840995190343e-11,-1.2527090476055491e-11,3.5126002106977694e-09,3.5323466374137524e-09,2.7572301508644724e-16
drc_bufs37424/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs37424,n_4,1.60056291137467e-11,-1.2527090476055491e-11,3.547216520516372e-09,3.5266125575361684e-09,-1
drc_bufs37431/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs37431,n_15,5.0742094553912764e-11,4.251243801434157e-11,3.4702545281817265e-09,3.480473909078796e-09,2.7572301508644724e-16
drc_bufs37431/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs37431,n_3,1.2883452638057236e-10,4.251243801434157e-11,3.558139560766449e-09,3.5376093165950806e-09,-1
drc_bufs37432/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs37432,n_539,1.611233646503507e-10,4.251243801434157e-11,3.4384288749578218e-09,3.426687822383201e-09,2.7572301508644724e-16
drc_bufs37432/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs37432,n_15,5.0742094553912764e-11,4.251243801434157e-11,3.4702545281817265e-09,3.480473909078796e-09,-1
drc_bufs37439/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs37439,n_14,4.5606299986511445e-11,2.0437873615719582e-11,3.471491760720369e-09,3.4891602940234634e-09,2.7572301508644724e-16
drc_bufs37439/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs37439,n_2,1.3956877320531191e-10,2.0437873615719582e-11,3.5727272251762088e-09,3.5403133757938576e-09,-1
drc_bufs37440/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs37440,n_538,1.8388846001471393e-10,-1.2527090476055491e-11,3.4457166009360662e-09,3.4320817299260398e-09,2.7572301508644724e-16
drc_bufs37440/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs37440,n_14,4.5606299986511445e-11,-1.2527090476055491e-11,3.471491760720369e-09,3.4891602940234634e-09,-1
drc_bufs37447/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs37447,u1_n_1066,1.5894621729906078e-10,2.090839057444782e-09,1.4511399859529206e-09,1.4275103321637062e-09,2.7572301508644724e-16
drc_bufs37447/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs37447,n_1,1.2183293263134942e-10,2.090839057444782e-09,1.5181769175143245e-09,1.5443664125314172e-09,-1
drc_bufs44686/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44686,n_3497,8.269618323453187e-11,1.0000000150474662e+30,2.7600538521355134e-10,2.758613337761062e-10,2.7572301508644724e-16
drc_bufs44686/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44686,n_681,1.5233804495640157e-10,1.0000000150474662e+30,3.7301534083766796e-10,3.6292208127619574e-10,-1
drc_bufs44687/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44687,n_3497,8.269618323453187e-11,1.0000000150474662e+30,2.7600538521355134e-10,2.758613337761062e-10,2.7572301508644724e-16
drc_bufs44687/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44687,n_680,1.5350516691103877e-10,1.0000000150474662e+30,3.735858566944472e-10,3.635460543716107e-10,-1
drc_bufs44688/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44688,n_3497,8.269618323453187e-11,1.0000000150474662e+30,2.7600538521355134e-10,2.758613337761062e-10,2.7572301508644724e-16
drc_bufs44688/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44688,n_679,1.6328381702290784e-10,1.0000000150474662e+30,3.7821873410948115e-10,3.673790160974022e-10,-1
drc_bufs44689/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44689,n_682,1.6071464992162277e-10,3.7063360713851523e-10,2.1035520547663111e-10,2.0705651082586485e-10,2.7572301508644724e-16
drc_bufs44689/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44689,n_3497,8.269618323453187e-11,3.706335793829396e-10,2.7600538521355134e-10,2.758613337761062e-10,-1
drc_bufs44699/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44699,n_675,2.8902050891455033e-11,1.0000000150474662e+30,4.062572778185114e-10,4.1430756048121964e-10,2.7572301508644724e-16
drc_bufs44699/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44699,n_678,1.633279761437123e-10,1.0000000150474662e+30,4.994286650905622e-10,4.787392149374625e-10,-1
drc_bufs44700/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44700,n_675,2.8902050891455033e-11,1.0000000150474662e+30,4.062572778185114e-10,4.1430756048121964e-10,2.7572301508644724e-16
drc_bufs44700/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44700,n_677,1.6606645225625272e-10,1.0000000150474662e+30,5.006731695900157e-10,4.796783525939929e-10,-1
drc_bufs44701/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44701,n_675,2.8902050891455033e-11,1.0000000150474662e+30,4.062572778185114e-10,4.1430756048121964e-10,2.7572301508644724e-16
drc_bufs44701/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44701,n_676,1.673292754356126e-10,1.0000000150474662e+30,5.012470993825957e-10,4.800945752059249e-10,-1
drc_bufs44702/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44702,n_1059,3.5060187392188524e-11,1.0000000150474662e+30,3.921902802517252e-10,3.8322256479261796e-10,2.7572301508644724e-16
drc_bufs44702/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44702,n_675,2.8902050891455033e-11,1.0000000150474662e+30,4.062572778185114e-10,4.1430756048121964e-10,-1
drc_bufs44711/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44711,n_3850,4.7492388494108084e-11,1.0000000150474662e+30,1.4758691491145726e-10,1.5556086974122252e-10,2.7572301508644724e-16
drc_bufs44711/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44711,n_674,1.561405033045915e-10,1.0000000150474662e+30,2.4310523039083876e-10,2.242474261837657e-10,-1
drc_bufs44712/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44712,n_3850,4.7492388494108084e-11,8.215698121816217e-10,1.4758691491145726e-10,1.5556086974122252e-10,2.7572301508644724e-16
drc_bufs44712/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44712,n_23,1.9288931563110623e-10,8.215698121816217e-10,2.5983840079568665e-10,2.3805538096333123e-10,-1
drc_bufs44713/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44713,n_3850,4.7492388494108084e-11,1.0000000150474662e+30,1.4758691491145726e-10,1.5556086974122252e-10,2.7572301508644724e-16
drc_bufs44713/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44713,n_672,1.4695998584723924e-10,1.0000000150474662e+30,2.388557129862079e-10,2.2080906547650159e-10,-1
drc_bufs44714/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44714,n_3850,4.7492388494108084e-11,1.0000000150474662e+30,1.4758691491145726e-10,1.5556086974122252e-10,2.7572301508644724e-16
drc_bufs44714/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44714,n_671,1.5697720900931245e-10,1.0000000150474662e+30,2.434862311773145e-10,2.247571295743711e-10,-1
drc_bufs44721/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44721,n_691,1.0220491813983656e-10,2.151103739578275e-09,4.90246621076551e-10,4.658144425739863e-10,2.7572301508644724e-16
drc_bufs44721/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44721,n_670,1.0711920933603736e-10,2.15110396162288e-09,5.444839579205052e-10,5.615552467475027e-10,-1
drc_bufs44722/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44722,n_690,1.5606417547164853e-10,2.15110396162288e-09,3.8761488463379123e-10,4.0745323781621323e-10,4.431639851738649e-16
drc_bufs44722/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44722,n_691,1.0220491813983656e-10,2.151103739578275e-09,4.90246621076551e-10,4.658144425739863e-10,-1
drc_bufs44728/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44728,n_668,4.160951791454259e-11,3.1304761005657156e-09,3.82370191065462e-10,3.5107519669175247e-10,2.7572301508644724e-16
drc_bufs44728/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44728,n_669,1.9668602857514372e-10,3.1304761005657156e-09,4.562658584283952e-10,4.710567491628126e-10,-1
drc_bufs44729/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44729,n_1432,2.0558126034853075e-10,3.1304761005657156e-09,3.2257901905197173e-10,3.487912458854936e-10,2.7572301508644724e-16
drc_bufs44729/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44729,n_668,4.160951791454259e-11,3.1304761005657156e-09,3.82370191065462e-10,3.5107519669175247e-10,-1
drc_bufs44735/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44735,n_666,4.1119212201845556e-11,3.1605695838266e-09,3.795584402332963e-10,3.4565314499523936e-10,2.7572301508644724e-16
drc_bufs44735/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44735,n_667,1.8640086696386504e-10,3.1605695838266e-09,4.457691715753498e-10,4.660488661656359e-10,-1
drc_bufs44736/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44736,n_1433,1.9519780236620932e-10,3.1605695838266e-09,3.1763597307943314e-10,3.4632990919547524e-10,2.7572301508644724e-16
drc_bufs44736/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44736,n_666,4.1119212201845556e-11,3.1605695838266e-09,3.795584402332963e-10,3.4565314499523936e-10,-1
drc_bufs44743/A,37,135,0,-1,0,0,0,0.0,3.199999987213431e-10,0,drc_bufs44743,n_1150,1.613147948553717e-10,2.2171602331866325e-09,7.106765731457187e-10,6.849225075988841e-10,2.7572301508644724e-16
drc_bufs44743/Y,124,135,0,-1,0,0,1,2.3040000896729085e-14,2.2699998825093104e-10,0,drc_bufs44743,n_689,1.6024796767322158e-10,2.2171602331866325e-09,7.997710271823166e-10,8.223069447588216e-10,-1
