src,tar,src_type,tar_type,is_net,arc_delay
fopt13402/A,fopt13402/Y,pin,pin,0,1.8773388e-11
fopt13403/A,fopt13403/Y,pin,pin,0,2.0636465e-11
fopt13412/A,fopt13412/Y,pin,pin,0,1.8389284e-11
fopt13417/A,fopt13417/Y,pin,pin,0,1.3889395e-11
fopt13419/A,fopt13419/Y,pin,pin,0,1.4871150999999998e-11
fopt13425/A,fopt13425/Y,pin,pin,0,1.7440428e-11
fopt13427/A,fopt13427/Y,pin,pin,0,2.8084745e-11
fopt13437/A,fopt13437/Y,pin,pin,0,1.7611311000000002e-11
fopt13451/A,fopt13451/Y,pin,pin,0,1.9058983e-11
fopt13458/A,fopt13458/Y,pin,pin,0,2.130349e-11
fopt13464/A,fopt13464/Y,pin,pin,0,7.322786e-12
fopt13468/A,fopt13468/Y,pin,pin,0,1.6680897000000002e-11
fopt13469/A,fopt13469/Y,pin,pin,0,1.9581772e-11
fopt13471/A,fopt13471/Y,pin,pin,0,1.8806465e-11
fopt13474/A,fopt13474/Y,pin,pin,0,1.917614e-11
fopt13476/A,fopt13476/Y,pin,pin,0,8.527039e-12
fopt13480/A,fopt13480/Y,pin,pin,0,2.8441198e-11
fopt13481/A,fopt13481/Y,pin,pin,0,2.2332813e-11
fopt13488/A,fopt13488/Y,pin,pin,0,2.3610897e-11
fopt13492/A,fopt13492/Y,pin,pin,0,1.6889076e-11
fopt13496/A,fopt13496/Y,pin,pin,0,9.301221e-12
fopt13498/A,fopt13498/Y,pin,pin,0,2.0313505e-11
fopt135/A,fopt135/Y,pin,pin,0,7.599536e-12
fopt13501/A,fopt13501/Y,pin,pin,0,2.6432794999999997e-11
fopt13503/A,fopt13503/Y,pin,pin,0,2.4580492e-11
fopt13504/A,fopt13504/Y,pin,pin,0,1.8744576e-11
fopt13505/A,fopt13505/Y,pin,pin,0,9.734935e-12
fopt13511/A,fopt13511/Y,pin,pin,0,1.9241762000000002e-11
fopt13513/A,fopt13513/Y,pin,pin,0,1.881382e-11
fopt13515/A,fopt13515/Y,pin,pin,0,1.8975463999999997e-11
fopt13517/A,fopt13517/Y,pin,pin,0,1.8511596999999997e-11
fopt13521/A,fopt13521/Y,pin,pin,0,2.0133667e-11
fopt13523/A,fopt13523/Y,pin,pin,0,1.9780815e-11
fopt13527/A,fopt13527/Y,pin,pin,0,2.6401959999999998e-11
fopt13528/A,fopt13528/Y,pin,pin,0,2.2924866e-11
fopt13529/A,fopt13529/Y,pin,pin,0,1.6427628e-11
fopt13535/A,fopt13535/Y,pin,pin,0,1.2127872e-11
fopt13537/A,fopt13537/Y,pin,pin,0,8.649433e-12
fopt13539/A,fopt13539/Y,pin,pin,0,2.3310794999999998e-11
fopt13540/A,fopt13540/Y,pin,pin,0,1.7787987000000002e-11
fopt13541/A,fopt13541/Y,pin,pin,0,1.2891187e-11
fopt13545/A,fopt13545/Y,pin,pin,0,1.2935243e-11
fopt13548/A,fopt13548/Y,pin,pin,0,9.159495e-12
fopt13549/A,fopt13549/Y,pin,pin,0,1.3094701e-11
fopt13554/A,fopt13554/Y,pin,pin,0,1.9230450000000002e-11
fopt13556/A,fopt13556/Y,pin,pin,0,1.8433533000000002e-11
fopt13559/A,fopt13559/Y,pin,pin,0,1.918454e-11
fopt13561/A,fopt13561/Y,pin,pin,0,1.9028967000000003e-11
fopt13563/A,fopt13563/Y,pin,pin,0,1.9927595e-11
fopt13564/A,fopt13564/Y,pin,pin,0,1.8877974999999998e-11
fopt13566/A,fopt13566/Y,pin,pin,0,1.9525853999999997e-11
fopt13568/A,fopt13568/Y,pin,pin,0,1.721719e-11
fopt13569/A,fopt13569/Y,pin,pin,0,1.7848375e-11
fopt13573/A,fopt13573/Y,pin,pin,0,1.9878595e-11
fopt13574/A,fopt13574/Y,pin,pin,0,2.1267115e-11
fopt13575/A,fopt13575/Y,pin,pin,0,1.4061363e-11
fopt13577/A,fopt13577/Y,pin,pin,0,9.781242e-12
fopt13580/A,fopt13580/Y,pin,pin,0,1.9739171999999998e-11
fopt13581/A,fopt13581/Y,pin,pin,0,7.072250999999999e-12
fopt13585/A,fopt13585/Y,pin,pin,0,1.5170209e-11
fopt13586/A,fopt13586/Y,pin,pin,0,1.5464169e-11
fopt13588/A,fopt13588/Y,pin,pin,0,2.4149723e-11
fopt13589/A,fopt13589/Y,pin,pin,0,2.4717184e-11
fopt13590/A,fopt13590/Y,pin,pin,0,1.4562948e-11
fopt13592/A,fopt13592/Y,pin,pin,0,1.2509335e-11
fopt13593/A,fopt13593/Y,pin,pin,0,7.661923e-12
fopt13600/A,fopt13600/Y,pin,pin,0,9.696485e-12
fopt13602/A,fopt13602/Y,pin,pin,0,7.800406999999999e-12
fopt13613/A,fopt13613/Y,pin,pin,0,1.9570530000000002e-11
fopt13620/A,fopt13620/Y,pin,pin,0,1.9505014e-11
fopt13621/A,fopt13621/Y,pin,pin,0,1.9629007e-11
fopt13640/A,fopt13640/Y,pin,pin,0,1.689826e-11
fopt13644/A,fopt13644/Y,pin,pin,0,9.552827e-12
fopt13660/A,fopt13660/Y,pin,pin,0,9.233974e-12
fopt13662/A,fopt13662/Y,pin,pin,0,3.7804454999999995e-11
fopt13672/A,fopt13672/Y,pin,pin,0,2.2959641999999998e-11
fopt13674/A,fopt13674/Y,pin,pin,0,9.076527000000001e-12
fopt13677/A,fopt13677/Y,pin,pin,0,2.4531863999999998e-11
fopt13678/A,fopt13678/Y,pin,pin,0,2.1523828999999997e-11
fopt13681/A,fopt13681/Y,pin,pin,0,2.1885812999999998e-11
fopt13687/A,fopt13687/Y,pin,pin,0,2.0683477e-11
fopt13689/A,fopt13689/Y,pin,pin,0,1.9034803e-11
fopt13690/A,fopt13690/Y,pin,pin,0,8.393141999999999e-12
fopt13691/A,fopt13691/Y,pin,pin,0,2.0019602e-11
fopt13692/A,fopt13692/Y,pin,pin,0,1.7621417999999997e-11
fopt13693/A,fopt13693/Y,pin,pin,0,8.254279e-12
fopt13694/A,fopt13694/Y,pin,pin,0,2.1223106000000002e-11
fopt13695/A,fopt13695/Y,pin,pin,0,8.259826e-12
fopt13696/A,fopt13696/Y,pin,pin,0,2.0319431000000002e-11
fopt13697/A,fopt13697/Y,pin,pin,0,8.939375999999999e-12
fopt13699/A,fopt13699/Y,pin,pin,0,1.93743e-11
fopt13700/A,fopt13700/Y,pin,pin,0,1.4149326999999999e-11
fopt13702/A,fopt13702/Y,pin,pin,0,1.4526255e-11
fopt13704/A,fopt13704/Y,pin,pin,0,1.2973742e-11
fopt13711/A,fopt13711/Y,pin,pin,0,2.4201398999999998e-11
fopt13712/A,fopt13712/Y,pin,pin,0,8.257198e-12
fopt13718/A,fopt13718/Y,pin,pin,0,2.2435266e-11
fopt13719/A,fopt13719/Y,pin,pin,0,2.0440736999999998e-11
fopt13733/A,fopt13733/Y,pin,pin,0,9.921752e-12
fopt13734/A,fopt13734/Y,pin,pin,0,2.2252645e-11
fopt13735/A,fopt13735/Y,pin,pin,0,1.9759632e-11
fopt13736/A,fopt13736/Y,pin,pin,0,1.1781017e-11
fopt13737/A,fopt13737/Y,pin,pin,0,2.5400694e-11
fopt13750/A,fopt13750/Y,pin,pin,0,1.9472879e-11
fopt13751/A,fopt13751/Y,pin,pin,0,1.9601386999999998e-11
fopt13753/A,fopt13753/Y,pin,pin,0,1.9263349999999998e-11
fopt13754/A,fopt13754/Y,pin,pin,0,8.395486e-12
fopt13756/A,fopt13756/Y,pin,pin,0,8.469226e-12
fopt13757/A,fopt13757/Y,pin,pin,0,1.7870315999999997e-11
fopt13758/A,fopt13758/Y,pin,pin,0,2.4088011e-11
fopt13761/A,fopt13761/Y,pin,pin,0,9.166448e-12
fopt13764/A,fopt13764/Y,pin,pin,0,2.5753574e-11
fopt13765/A,fopt13765/Y,pin,pin,0,8.965358999999999e-12
fopt13766/A,fopt13766/Y,pin,pin,0,2.6212643e-11
fopt13769/A,fopt13769/Y,pin,pin,0,1.2264075e-11
fopt13771/A,fopt13771/Y,pin,pin,0,1.9982513e-11
fopt13775/A,fopt13775/Y,pin,pin,0,2.0957146e-11
fopt13776/A,fopt13776/Y,pin,pin,0,2.0400869e-11
fopt13781/A,fopt13781/Y,pin,pin,0,1.9748266e-11
fopt13782/A,fopt13782/Y,pin,pin,0,1.6907591e-11
fopt13783/A,fopt13783/Y,pin,pin,0,8.307486000000001e-12
fopt13784/A,fopt13784/Y,pin,pin,0,1.9442829e-11
fopt13786/A,fopt13786/Y,pin,pin,0,1.9720027999999998e-11
fopt13789/A,fopt13789/Y,pin,pin,0,1.9565684999999997e-11
fopt13790/A,fopt13790/Y,pin,pin,0,2.4583677e-11
fopt13792/A,fopt13792/Y,pin,pin,0,1.79373e-11
fopt13794/A,fopt13794/Y,pin,pin,0,1.9750488e-11
fopt13798/A,fopt13798/Y,pin,pin,0,9.896684e-12
fopt138/A,fopt138/Y,pin,pin,0,1.8970165000000002e-11
fopt13800/A,fopt13800/Y,pin,pin,0,2.6700117e-11
fopt13801/A,fopt13801/Y,pin,pin,0,2.2289830999999997e-11
fopt13803/A,fopt13803/Y,pin,pin,0,7.524559999999999e-12
fopt13806/A,fopt13806/Y,pin,pin,0,9.786967e-12
fopt13809/A,fopt13809/Y,pin,pin,0,1.4976262999999998e-11
fopt13810/A,fopt13810/Y,pin,pin,0,9.835227e-12
fopt13813/A,fopt13813/Y,pin,pin,0,9.486136999999999e-12
fopt13814/A,fopt13814/Y,pin,pin,0,2.0529173e-11
fopt13821/A,fopt13821/Y,pin,pin,0,1.8224798e-11
fopt13822/A,fopt13822/Y,pin,pin,0,8.839714e-12
fopt13824/A,fopt13824/Y,pin,pin,0,1.4857589000000002e-11
fopt13825/A,fopt13825/Y,pin,pin,0,8.935081e-12
fopt13827/A,fopt13827/Y,pin,pin,0,1.688962e-11
fopt13828/A,fopt13828/Y,pin,pin,0,9.349764e-12
fopt13829/A,fopt13829/Y,pin,pin,0,2.0480558e-11
fopt13830/A,fopt13830/Y,pin,pin,0,2.0387459e-11
fopt13844/A,fopt13844/Y,pin,pin,0,8.270424e-12
fopt13845/A,fopt13845/Y,pin,pin,0,1.8359405999999998e-11
fopt13846/A,fopt13846/Y,pin,pin,0,2.2524294e-11
fopt13853/A,fopt13853/Y,pin,pin,0,1.9235209999999997e-11
fopt13858/A,fopt13858/Y,pin,pin,0,8.075164e-12
fopt13864/A,fopt13864/Y,pin,pin,0,2.3539086999999997e-11
fopt13866/A,fopt13866/Y,pin,pin,0,1.7779357999999997e-11
fopt13867/A,fopt13867/Y,pin,pin,0,7.499272e-12
fopt13868/A,fopt13868/Y,pin,pin,0,1.9765312e-11
fopt13869/A,fopt13869/Y,pin,pin,0,1.7902254e-11
fopt13870/A,fopt13870/Y,pin,pin,0,7.0866309999999994e-12
fopt13871/A,fopt13871/Y,pin,pin,0,1.9553522e-11
fopt13872/A,fopt13872/Y,pin,pin,0,1.8931387000000002e-11
fopt13873/A,fopt13873/Y,pin,pin,0,7.290472000000001e-12
fopt13874/A,fopt13874/Y,pin,pin,0,1.9071072e-11
fopt13876/A,fopt13876/Y,pin,pin,0,1.9217407000000002e-11
fopt13877/A,fopt13877/Y,pin,pin,0,1.9986275e-11
fopt13881/A,fopt13881/Y,pin,pin,0,6.972766e-12
fopt13882/A,fopt13882/Y,pin,pin,0,1.9800861e-11
fopt13888/A,fopt13888/Y,pin,pin,0,9.967928999999999e-12
fopt13892/A,fopt13892/Y,pin,pin,0,8.643727999999999e-12
fopt13893/A,fopt13893/Y,pin,pin,0,8.390806e-12
fopt13894/A,fopt13894/Y,pin,pin,0,2.0219503e-11
fopt13905/A,fopt13905/Y,pin,pin,0,2.2266714e-11
fopt13907/A,fopt13907/Y,pin,pin,0,1.9815581999999998e-11
fopt13908/A,fopt13908/Y,pin,pin,0,7.185053e-12
fopt13909/A,fopt13909/Y,pin,pin,0,8.596272000000001e-12
fopt13912/A,fopt13912/Y,pin,pin,0,2.1877317000000002e-11
fopt13920/A,fopt13920/Y,pin,pin,0,7.967658e-12
fopt13921/A,fopt13921/Y,pin,pin,0,7.809869e-12
fopt13922/A,fopt13922/Y,pin,pin,0,1.9534592e-11
fopt13926/A,fopt13926/Y,pin,pin,0,8.831500999999999e-12
fopt13929/A,fopt13929/Y,pin,pin,0,1.2211201000000001e-11
fopt13930/A,fopt13930/Y,pin,pin,0,1.1875208e-11
fopt13931/A,fopt13931/Y,pin,pin,0,2.3596937e-11
fopt13932/A,fopt13932/Y,pin,pin,0,2.2832612999999996e-11
fopt13934/A,fopt13934/Y,pin,pin,0,9.307192e-12
fopt13940/A,fopt13940/Y,pin,pin,0,1.7515255e-11
fopt13947/A,fopt13947/Y,pin,pin,0,7.0945530000000004e-12
fopt13948/A,fopt13948/Y,pin,pin,0,1.9224508e-11
fopt13959/A,fopt13959/Y,pin,pin,0,1.8364088e-11
fopt13960/A,fopt13960/Y,pin,pin,0,1.7792831e-11
fopt13961/A,fopt13961/Y,pin,pin,0,1.8482656e-11
fopt13963/A,fopt13963/Y,pin,pin,0,1.8403631e-11
fopt13965/A,fopt13965/Y,pin,pin,0,1.9857018e-11
fopt13968/A,fopt13968/Y,pin,pin,0,1.8713783e-11
fopt13978/A,fopt13978/Y,pin,pin,0,1.8391763999999998e-11
fopt13982/A,fopt13982/Y,pin,pin,0,2.1067303e-11
fopt13983/A,fopt13983/Y,pin,pin,0,2.0428470999999997e-11
fopt13984/A,fopt13984/Y,pin,pin,0,8.572281000000001e-12
fopt13985/A,fopt13985/Y,pin,pin,0,1.9197929e-11
fopt13986/A,fopt13986/Y,pin,pin,0,8.799922e-12
fopt13993/A,fopt13993/Y,pin,pin,0,1.8221535e-11
fopt13998/A,fopt13998/Y,pin,pin,0,1.8441162e-11
fopt14/A,fopt14/Y,pin,pin,0,2.8168005e-11
fopt140/A,fopt140/Y,pin,pin,0,8.247369e-12
fopt14000/A,fopt14000/Y,pin,pin,0,2.0297384e-11
fopt14001/A,fopt14001/Y,pin,pin,0,2.012105e-11
fopt14005/A,fopt14005/Y,pin,pin,0,2.0590792e-11
fopt14006/A,fopt14006/Y,pin,pin,0,1.7210076999999997e-11
fopt14007/A,fopt14007/Y,pin,pin,0,7.871784e-12
fopt14009/A,fopt14009/Y,pin,pin,0,1.7249941e-11
fopt14010/A,fopt14010/Y,pin,pin,0,8.44876e-12
fopt14018/A,fopt14018/Y,pin,pin,0,2.1021091e-11
fopt14020/A,fopt14020/Y,pin,pin,0,1.7003195000000002e-11
fopt14021/A,fopt14021/Y,pin,pin,0,1.8971323e-11
fopt14022/A,fopt14022/Y,pin,pin,0,1.9151695e-11
fopt14024/A,fopt14024/Y,pin,pin,0,1.3530269000000001e-11
fopt14026/A,fopt14026/Y,pin,pin,0,1.9493885e-11
fopt14027/A,fopt14027/Y,pin,pin,0,2.0046566e-11
fopt14028/A,fopt14028/Y,pin,pin,0,7.688149e-12
fopt14032/A,fopt14032/Y,pin,pin,0,1.8063801e-11
fopt14033/A,fopt14033/Y,pin,pin,0,9.302732e-12
fopt14037/A,fopt14037/Y,pin,pin,0,1.9290997999999997e-11
fopt14038/A,fopt14038/Y,pin,pin,0,1.7604479e-11
fopt14039/A,fopt14039/Y,pin,pin,0,7.721491e-12
fopt14044/A,fopt14044/Y,pin,pin,0,1.9919825e-11
fopt14046/A,fopt14046/Y,pin,pin,0,2.1232124e-11
fopt14047/A,fopt14047/Y,pin,pin,0,9.652946999999999e-12
fopt14048/A,fopt14048/Y,pin,pin,0,1.9236305000000002e-11
fopt14052/A,fopt14052/Y,pin,pin,0,1.9087105e-11
fopt14056/A,fopt14056/Y,pin,pin,0,1.2651382e-11
fopt14058/A,fopt14058/Y,pin,pin,0,1.7315480999999997e-11
fopt14059/A,fopt14059/Y,pin,pin,0,1.6843250000000002e-11
fopt14060/A,fopt14060/Y,pin,pin,0,1.6087288e-11
fopt14062/A,fopt14062/Y,pin,pin,0,1.8621318999999998e-11
fopt14064/A,fopt14064/Y,pin,pin,0,8.794085e-12
fopt14068/A,fopt14068/Y,pin,pin,0,8.829594999999999e-12
fopt14069/A,fopt14069/Y,pin,pin,0,1.9354622e-11
fopt14073/A,fopt14073/Y,pin,pin,0,7.284356e-12
fopt14081/A,fopt14081/Y,pin,pin,0,8.234983e-12
fopt14082/A,fopt14082/Y,pin,pin,0,9.174929000000001e-12
fopt14085/A,fopt14085/Y,pin,pin,0,2.0772676e-11
fopt14086/A,fopt14086/Y,pin,pin,0,2.0793285e-11
fopt14088/A,fopt14088/Y,pin,pin,0,7.425515e-12
fopt14089/A,fopt14089/Y,pin,pin,0,1.9868223e-11
fopt14093/A,fopt14093/Y,pin,pin,0,9.723026e-12
fopt14094/A,fopt14094/Y,pin,pin,0,7.1423170000000005e-12
fopt14095/A,fopt14095/Y,pin,pin,0,1.9542657999999997e-11
fopt14096/A,fopt14096/Y,pin,pin,0,1.327136e-11
fopt14097/A,fopt14097/Y,pin,pin,0,1.7958621999999998e-11
fopt14101/A,fopt14101/Y,pin,pin,0,1.9622091e-11
fopt14105/A,fopt14105/Y,pin,pin,0,1.6259747999999997e-11
fopt14106/A,fopt14106/Y,pin,pin,0,7.962129e-12
fopt14109/A,fopt14109/Y,pin,pin,0,1.6408199e-11
fopt1411/A,fopt1411/Y,pin,pin,0,1.229987e-11
fopt14121/A,fopt14121/Y,pin,pin,0,8.427453e-12
fopt14126/A,fopt14126/Y,pin,pin,0,2.7506214e-11
fopt14127/A,fopt14127/Y,pin,pin,0,8.349997e-12
fopt14128/A,fopt14128/Y,pin,pin,0,9.905603e-12
fopt14148/A,fopt14148/Y,pin,pin,0,1.1991044e-11
fopt14150/A,fopt14150/Y,pin,pin,0,8.304486000000001e-12
fopt14151/A,fopt14151/Y,pin,pin,0,8.349349999999999e-12
fopt14163/A,fopt14163/Y,pin,pin,0,1.2779089000000001e-11
fopt14166/A,fopt14166/Y,pin,pin,0,9.868187000000001e-12
fopt14168/A,fopt14168/Y,pin,pin,0,8.810689999999999e-12
fopt14169/A,fopt14169/Y,pin,pin,0,9.515881e-12
fopt14172/A,fopt14172/Y,pin,pin,0,9.942134e-12
fopt14176/A,fopt14176/Y,pin,pin,0,1.6234983e-11
fopt14177/A,fopt14177/Y,pin,pin,0,7.413352e-12
fopt14178/A,fopt14178/Y,pin,pin,0,2.0418509e-11
fopt14179/A,fopt14179/Y,pin,pin,0,8.507944e-12
fopt14180/A,fopt14180/Y,pin,pin,0,9.319832999999999e-12
fopt14181/A,fopt14181/Y,pin,pin,0,8.107141e-12
fopt14187/A,fopt14187/Y,pin,pin,0,8.202332e-12
fopt14189/A,fopt14189/Y,pin,pin,0,2.2696611e-11
fopt14191/A,fopt14191/Y,pin,pin,0,9.857413e-12
fopt14195/A,fopt14195/Y,pin,pin,0,1.8927364e-11
fopt14197/A,fopt14197/Y,pin,pin,0,7.692055999999999e-12
fopt14207/A,fopt14207/Y,pin,pin,0,8.320501999999999e-12
fopt14208/A,fopt14208/Y,pin,pin,0,2.1846045e-11
fopt14212/A,fopt14212/Y,pin,pin,0,1.9642493999999998e-11
fopt14217/A,fopt14217/Y,pin,pin,0,1.9751785000000003e-11
fopt14226/A,fopt14226/Y,pin,pin,0,7.703736e-12
fopt14233/A,fopt14233/Y,pin,pin,0,1.7177680999999998e-11
fopt14234/A,fopt14234/Y,pin,pin,0,9.608305e-12
fopt14241/A,fopt14241/Y,pin,pin,0,8.022101e-12
fopt14246/A,fopt14246/Y,pin,pin,0,7.740513e-12
fopt14247/A,fopt14247/Y,pin,pin,0,1.6857925e-11
fopt14250/A,fopt14250/Y,pin,pin,0,2.0798200999999997e-11
fopt14251/A,fopt14251/Y,pin,pin,0,8.700253e-12
fopt14253/A,fopt14253/Y,pin,pin,0,1.8930392999999997e-11
fopt14254/A,fopt14254/Y,pin,pin,0,1.7427786e-11
fopt14297/A,fopt14297/Y,pin,pin,0,6.993634e-12
fopt14301/A,fopt14301/Y,pin,pin,0,1.7665167e-11
fopt14302/A,fopt14302/Y,pin,pin,0,1.7065511999999996e-11
fopt14306/A,fopt14306/Y,pin,pin,0,1.2988505e-11
fopt14309/A,fopt14309/Y,pin,pin,0,2.0076462e-11
fopt14331/A,fopt14331/Y,pin,pin,0,9.321173e-12
fopt14335/A,fopt14335/Y,pin,pin,0,2.248407e-11
fopt14337/A,fopt14337/Y,pin,pin,0,2.1558600999999998e-11
fopt14338/A,fopt14338/Y,pin,pin,0,2.0707636e-11
fopt14339/A,fopt14339/Y,pin,pin,0,2.0422504e-11
fopt14341/A,fopt14341/Y,pin,pin,0,9.79236e-12
fopt14342/A,fopt14342/Y,pin,pin,0,8.485246999999999e-12
fopt14348/A,fopt14348/Y,pin,pin,0,8.178245000000001e-12
fopt14350/A,fopt14350/Y,pin,pin,0,2.7368258e-11
fopt14351/A,fopt14351/Y,pin,pin,0,1.7101408e-11
fopt14443/A,fopt14443/Y,pin,pin,0,1.3727244000000001e-11
fopt14448/A,fopt14448/Y,pin,pin,0,8.951221000000001e-12
fopt14544/A,fopt14544/Y,pin,pin,0,8.087085e-12
fopt14574/A,fopt14574/Y,pin,pin,0,2.1354019e-11
fopt14577/A,fopt14577/Y,pin,pin,0,1.7412344e-11
fopt14586/A,fopt14586/Y,pin,pin,0,1.3252015999999998e-11
fopt14587/A,fopt14587/Y,pin,pin,0,1.277283e-11
fopt14589/A,fopt14589/Y,pin,pin,0,9.438099e-12
fopt14594/A,fopt14594/Y,pin,pin,0,1.9139101e-11
fopt14595/A,fopt14595/Y,pin,pin,0,8.540416e-12
fopt146/A,fopt146/Y,pin,pin,0,1.3281180000000001e-11
fopt14609/A,fopt14609/Y,pin,pin,0,9.034456e-12
fopt14615/A,fopt14615/Y,pin,pin,0,1.1961309999999998e-11
fopt14656/A,fopt14656/Y,pin,pin,0,9.957796e-12
fopt14705/A,fopt14705/Y,pin,pin,0,1.7668189999999998e-11
fopt14792/A,fopt14792/Y,pin,pin,0,2.0142351e-11
fopt14793/A,fopt14793/Y,pin,pin,0,8.769743e-12
fopt14794/A,fopt14794/Y,pin,pin,0,1.8290089e-11
fopt14804/A,fopt14804/Y,pin,pin,0,8.4113e-12
fopt14869/A,fopt14869/Y,pin,pin,0,2.0010072999999997e-11
fopt14870/A,fopt14870/Y,pin,pin,0,1.9276859e-11
fopt14872/A,fopt14872/Y,pin,pin,0,1.4828775e-11
fopt14990/A,fopt14990/Y,pin,pin,0,1.6856846000000002e-11
fopt15036/A,fopt15036/Y,pin,pin,0,1.6569084e-11
fopt15051/A,fopt15051/Y,pin,pin,0,1.9367611e-11
fopt15052/A,fopt15052/Y,pin,pin,0,8.182366999999999e-12
fopt15060/A,fopt15060/Y,pin,pin,0,1.8838741e-11
fopt15072/A,fopt15072/Y,pin,pin,0,8.248255e-12
fopt15083/A,fopt15083/Y,pin,pin,0,1.8118141e-11
fopt15154/A,fopt15154/Y,pin,pin,0,1.8285758999999997e-11
fopt15158/A,fopt15158/Y,pin,pin,0,2.1848158e-11
fopt15206/A,fopt15206/Y,pin,pin,0,1.9210806e-11
fopt15257/A,fopt15257/Y,pin,pin,0,2.6818169e-11
fopt15324/A,fopt15324/Y,pin,pin,0,9.80902e-12
fopt15378/A,fopt15378/Y,pin,pin,0,1.7860395e-11
fopt15380/A,fopt15380/Y,pin,pin,0,6.0008229999999996e-12
fopt15426/A,fopt15426/Y,pin,pin,0,9.955451999999999e-12
fopt15460/A,fopt15460/Y,pin,pin,0,7.470592e-12
fopt15462/A,fopt15462/Y,pin,pin,0,1.7713839e-11
fopt15596/A,fopt15596/Y,pin,pin,0,2.3335830999999998e-11
fopt15750/A,fopt15750/Y,pin,pin,0,2.2695624999999998e-11
fopt15885/A,fopt15885/Y,pin,pin,0,1.8592136e-11
fopt15973/A,fopt15973/Y,pin,pin,0,9.357562e-12
fopt160/A,fopt160/Y,pin,pin,0,1.4333278e-11
fopt16005/A,fopt16005/Y,pin,pin,0,1.1957166e-11
fopt16088/A,fopt16088/Y,pin,pin,0,1.879277e-11
