src,tar,src_type,tar_type
text_out\[118\]_3078,drc_bufs221301,net,cell
drc_bufs221301,n_9032,cell,net
text_out\[117\]_3077,drc_bufs221304,net,cell
drc_bufs221304,n_9035,cell,net
text_out\[116\]_3076,drc_bufs221307,net,cell
drc_bufs221307,n_9038,cell,net
text_out\[115\]_3075,drc_bufs221310,net,cell
drc_bufs221310,n_9041,cell,net
text_out\[114\]_3074,drc_bufs221313,net,cell
drc_bufs221313,n_9044,cell,net
text_out\[113\]_3073,drc_bufs221316,net,cell
drc_bufs221316,n_9047,cell,net
text_out\[112\]_3072,drc_bufs221319,net,cell
drc_bufs221319,n_9050,cell,net
text_out\[111\]_3111,drc_bufs221322,net,cell
drc_bufs221322,n_9053,cell,net
text_out\[110\]_3110,drc_bufs221325,net,cell
drc_bufs221325,n_9056,cell,net
text_out\[109\]_3109,drc_bufs221328,net,cell
drc_bufs221328,n_9059,cell,net
text_out\[108\]_3108,drc_bufs221331,net,cell
drc_bufs221331,n_9062,cell,net
text_out\[107\]_3107,drc_bufs221334,net,cell
drc_bufs221334,n_9065,cell,net
text_out\[106\]_3106,drc_bufs221337,net,cell
drc_bufs221337,n_9068,cell,net
text_out\[105\]_3105,drc_bufs221340,net,cell
drc_bufs221340,n_9071,cell,net
text_out\[104\]_3104,drc_bufs221343,net,cell
drc_bufs221343,n_9074,cell,net
text_out\[103\]_3143,drc_bufs221346,net,cell
drc_bufs221346,n_9077,cell,net
text_out\[102\]_3142,drc_bufs221349,net,cell
drc_bufs221349,n_9080,cell,net
text_out\[101\]_3141,drc_bufs221352,net,cell
drc_bufs221352,n_9083,cell,net
text_out\[100\]_3140,drc_bufs221355,net,cell
drc_bufs221355,n_9086,cell,net
text_out\[99\]_3139,drc_bufs221358,net,cell
drc_bufs221358,n_9089,cell,net
text_out\[98\]_3138,drc_bufs221361,net,cell
drc_bufs221361,n_9092,cell,net
text_out\[97\]_3137,drc_bufs221364,net,cell
drc_bufs221364,n_9095,cell,net
text_out\[96\]_3136,drc_bufs221367,net,cell
drc_bufs221367,n_9098,cell,net
text_out\[95\]_3055,drc_bufs221370,net,cell
drc_bufs221370,n_9101,cell,net
text_out\[94\]_3054,drc_bufs221373,net,cell
drc_bufs221373,n_9104,cell,net
text_out\[93\]_3053,drc_bufs221376,net,cell
drc_bufs221376,n_9107,cell,net
text_out\[92\]_3052,drc_bufs221379,net,cell
drc_bufs221379,n_9110,cell,net
text_out\[91\]_3051,drc_bufs221382,net,cell
drc_bufs221382,n_9113,cell,net
text_out\[90\]_3050,drc_bufs221385,net,cell
drc_bufs221385,n_9116,cell,net
text_out\[89\]_3049,drc_bufs221388,net,cell
drc_bufs221388,n_9119,cell,net
text_out\[88\]_3048,drc_bufs221391,net,cell
drc_bufs221391,n_9122,cell,net
text_out\[87\]_3087,drc_bufs221394,net,cell
drc_bufs221394,n_9125,cell,net
text_out\[86\]_3086,drc_bufs221397,net,cell
drc_bufs221397,n_9128,cell,net
text_out\[85\]_3085,drc_bufs221400,net,cell
drc_bufs221400,n_9131,cell,net
text_out\[84\]_3084,drc_bufs221403,net,cell
drc_bufs221403,n_9134,cell,net
text_out\[83\]_3083,drc_bufs221406,net,cell
drc_bufs221406,n_9137,cell,net
text_out\[82\]_3082,drc_bufs221409,net,cell
drc_bufs221409,n_9140,cell,net
text_out\[81\]_3081,drc_bufs221412,net,cell
drc_bufs221412,n_9143,cell,net
text_out\[80\]_3080,drc_bufs221415,net,cell
drc_bufs221415,n_9146,cell,net
text_out\[79\]_3119,drc_bufs221418,net,cell
drc_bufs221418,n_9149,cell,net
text_out\[78\]_3118,drc_bufs221421,net,cell
drc_bufs221421,n_9152,cell,net
text_out\[77\]_3117,drc_bufs221424,net,cell
drc_bufs221424,n_9155,cell,net
text_out\[76\]_3116,drc_bufs221427,net,cell
drc_bufs221427,n_9158,cell,net
text_out\[75\]_3115,drc_bufs221430,net,cell
drc_bufs221430,n_9161,cell,net
text_out\[74\]_3114,drc_bufs221433,net,cell
drc_bufs221433,n_9164,cell,net
text_out\[73\]_3113,drc_bufs221436,net,cell
drc_bufs221436,n_9167,cell,net
text_out\[72\]_3112,drc_bufs221439,net,cell
drc_bufs221439,n_9170,cell,net
text_out\[71\]_3151,drc_bufs221442,net,cell
drc_bufs221442,n_9173,cell,net
text_out\[70\]_3150,drc_bufs221445,net,cell
drc_bufs221445,n_9176,cell,net
text_out\[69\]_3149,drc_bufs221448,net,cell
drc_bufs221448,n_9179,cell,net
text_out\[68\]_3148,drc_bufs221451,net,cell
drc_bufs221451,n_9182,cell,net
text_out\[67\]_3147,drc_bufs221454,net,cell
drc_bufs221454,n_9185,cell,net
text_out\[66\]_3146,drc_bufs221457,net,cell
drc_bufs221457,n_9188,cell,net
text_out\[65\]_3145,drc_bufs221460,net,cell
drc_bufs221460,n_9191,cell,net
text_out\[64\]_3144,drc_bufs221463,net,cell
drc_bufs221463,n_9194,cell,net
text_out\[63\]_3063,drc_bufs221466,net,cell
drc_bufs221466,n_9197,cell,net
text_out\[6\]_3166,drc_bufs221469,net,cell
drc_bufs221469,n_9200,cell,net
text_out\[61\]_3061,drc_bufs221472,net,cell
drc_bufs221472,n_9203,cell,net
text_out\[60\]_3060,drc_bufs221475,net,cell
drc_bufs221475,n_9206,cell,net
text_out\[59\]_3059,drc_bufs221478,net,cell
drc_bufs221478,n_9209,cell,net
text_out\[58\]_3058,drc_bufs221481,net,cell
drc_bufs221481,n_9212,cell,net
text_out\[57\]_3057,drc_bufs221484,net,cell
drc_bufs221484,n_9215,cell,net
text_out\[56\]_3056,drc_bufs221487,net,cell
drc_bufs221487,n_9218,cell,net
text_out\[55\]_3095,drc_bufs221490,net,cell
drc_bufs221490,n_9221,cell,net
text_out\[54\]_3094,drc_bufs221493,net,cell
drc_bufs221493,n_9224,cell,net
text_out\[53\]_3093,drc_bufs221496,net,cell
drc_bufs221496,n_9227,cell,net
text_out\[52\]_3092,drc_bufs221499,net,cell
drc_bufs221499,n_9230,cell,net
text_out\[51\]_3091,drc_bufs221502,net,cell
drc_bufs221502,n_9233,cell,net
text_out\[50\]_3090,drc_bufs221505,net,cell
drc_bufs221505,n_9236,cell,net
text_out\[49\]_3089,drc_bufs221508,net,cell
drc_bufs221508,n_9239,cell,net
text_out\[48\]_3088,drc_bufs221511,net,cell
drc_bufs221511,n_9242,cell,net
text_out\[47\]_3127,drc_bufs221514,net,cell
drc_bufs221514,n_9245,cell,net
text_out\[46\]_3126,drc_bufs221517,net,cell
drc_bufs221517,n_9248,cell,net
text_out\[45\]_3125,drc_bufs221520,net,cell
drc_bufs221520,n_9251,cell,net
text_out\[44\]_3124,drc_bufs221523,net,cell
drc_bufs221523,n_9254,cell,net
text_out\[43\]_3123,drc_bufs221526,net,cell
drc_bufs221526,n_9257,cell,net
text_out\[42\]_3122,drc_bufs221529,net,cell
drc_bufs221529,n_9260,cell,net
text_out\[41\]_3121,drc_bufs221532,net,cell
drc_bufs221532,n_9263,cell,net
text_out\[40\]_3120,drc_bufs221535,net,cell
drc_bufs221535,n_9266,cell,net
text_out\[39\]_3159,drc_bufs221538,net,cell
drc_bufs221538,n_9269,cell,net
text_out\[38\]_3158,drc_bufs221541,net,cell
drc_bufs221541,n_9272,cell,net
text_out\[37\]_3157,drc_bufs221544,net,cell
drc_bufs221544,n_9275,cell,net
text_out\[36\]_3156,drc_bufs221547,net,cell
drc_bufs221547,n_9278,cell,net
text_out\[35\]_3155,drc_bufs221550,net,cell
drc_bufs221550,n_9281,cell,net
text_out\[34\]_3154,drc_bufs221553,net,cell
drc_bufs221553,n_9284,cell,net
text_out\[33\]_3153,drc_bufs221556,net,cell
drc_bufs221556,n_9287,cell,net
text_out\[32\]_3152,drc_bufs221559,net,cell
drc_bufs221559,n_9290,cell,net
text_out\[31\]_3071,drc_bufs221562,net,cell
drc_bufs221562,n_9293,cell,net
text_out\[14\]_3134,drc_bufs221565,net,cell
drc_bufs221565,n_9296,cell,net
text_out\[29\]_3069,drc_bufs221568,net,cell
drc_bufs221568,n_9299,cell,net
text_out\[28\]_3068,drc_bufs221571,net,cell
drc_bufs221571,n_9302,cell,net
text_out\[27\]_3067,drc_bufs221574,net,cell
drc_bufs221574,n_9305,cell,net
text_out\[26\]_3066,drc_bufs221577,net,cell
drc_bufs221577,n_9308,cell,net
text_out\[25\]_3065,drc_bufs221580,net,cell
drc_bufs221580,n_9311,cell,net
text_out\[24\]_3064,drc_bufs221583,net,cell
drc_bufs221583,n_9314,cell,net
text_out\[23\]_3103,drc_bufs221586,net,cell
drc_bufs221586,n_9317,cell,net
text_out\[22\]_3102,drc_bufs221589,net,cell
drc_bufs221589,n_9320,cell,net
text_out\[21\]_3101,drc_bufs221592,net,cell
drc_bufs221592,n_9323,cell,net
text_out\[20\]_3100,drc_bufs221595,net,cell
drc_bufs221595,n_9326,cell,net
text_out\[19\]_3099,drc_bufs221598,net,cell
drc_bufs221598,n_9329,cell,net
text_out\[18\]_3098,drc_bufs221601,net,cell
drc_bufs221601,n_9332,cell,net
text_out\[17\]_3097,drc_bufs221604,net,cell
drc_bufs221604,n_9335,cell,net
text_out\[16\]_3096,drc_bufs221607,net,cell
drc_bufs221607,n_9338,cell,net
text_out\[15\]_3135,drc_bufs221610,net,cell
drc_bufs221610,n_9341,cell,net
text_out\[30\]_3070,drc_bufs221613,net,cell
drc_bufs221613,n_9344,cell,net
text_out\[13\]_3133,drc_bufs221616,net,cell
drc_bufs221616,n_9347,cell,net
text_out\[12\]_3132,drc_bufs221619,net,cell
drc_bufs221619,n_9350,cell,net
text_out\[11\]_3131,drc_bufs221622,net,cell
drc_bufs221622,n_9353,cell,net
text_out\[10\]_3130,drc_bufs221625,net,cell
drc_bufs221625,n_9356,cell,net
text_out\[9\]_3129,drc_bufs221628,net,cell
drc_bufs221628,n_9359,cell,net
text_out\[8\]_3128,drc_bufs221631,net,cell
drc_bufs221631,n_9362,cell,net
text_out\[7\]_3167,drc_bufs221634,net,cell
drc_bufs221634,n_9365,cell,net
text_out\[62\]_3062,drc_bufs221637,net,cell
drc_bufs221637,n_9368,cell,net
text_out\[5\]_3165,drc_bufs221640,net,cell
drc_bufs221640,n_9371,cell,net
text_out\[4\]_3164,drc_bufs221643,net,cell
drc_bufs221643,n_9374,cell,net
text_out\[3\]_3163,drc_bufs221646,net,cell
drc_bufs221646,n_9377,cell,net
text_out\[126\]_3046,drc_bufs221649,net,cell
drc_bufs221649,n_9380,cell,net
text_out\[1\]_3161,drc_bufs221652,net,cell
drc_bufs221652,n_9383,cell,net
done_3039,drc_bufs221655,net,cell
drc_bufs221655,n_9386,cell,net
n_9393,drc_bufs221659,net,cell
drc_bufs221659,text_out[0],cell,net
n_9002,drc_bufs221660,net,cell
drc_bufs221660,n_9393,cell,net
n_9398,drc_bufs221662,net,cell
drc_bufs221662,done,cell,net
n_9386,drc_bufs221663,net,cell
drc_bufs221663,n_9398,cell,net
n_9403,drc_bufs221665,net,cell
drc_bufs221665,text_out[1],cell,net
n_9383,drc_bufs221666,net,cell
drc_bufs221666,n_9403,cell,net
n_9408,drc_bufs221668,net,cell
drc_bufs221668,text_out[126],cell,net
n_9380,drc_bufs221669,net,cell
drc_bufs221669,n_9408,cell,net
n_9413,drc_bufs221671,net,cell
drc_bufs221671,text_out[3],cell,net
n_9377,drc_bufs221672,net,cell
drc_bufs221672,n_9413,cell,net
n_9418,drc_bufs221674,net,cell
drc_bufs221674,text_out[4],cell,net
n_9374,drc_bufs221675,net,cell
drc_bufs221675,n_9418,cell,net
n_9423,drc_bufs221677,net,cell
drc_bufs221677,text_out[5],cell,net
n_9371,drc_bufs221678,net,cell
drc_bufs221678,n_9423,cell,net
n_9428,drc_bufs221680,net,cell
drc_bufs221680,text_out[62],cell,net
n_9368,drc_bufs221681,net,cell
drc_bufs221681,n_9428,cell,net
n_9433,drc_bufs221683,net,cell
drc_bufs221683,text_out[7],cell,net
n_9365,drc_bufs221684,net,cell
drc_bufs221684,n_9433,cell,net
n_9438,drc_bufs221686,net,cell
drc_bufs221686,text_out[8],cell,net
n_9362,drc_bufs221687,net,cell
drc_bufs221687,n_9438,cell,net
n_9443,drc_bufs221689,net,cell
drc_bufs221689,text_out[9],cell,net
n_9359,drc_bufs221690,net,cell
drc_bufs221690,n_9443,cell,net
n_9448,drc_bufs221692,net,cell
drc_bufs221692,text_out[10],cell,net
n_9356,drc_bufs221693,net,cell
drc_bufs221693,n_9448,cell,net
n_9453,drc_bufs221695,net,cell
drc_bufs221695,text_out[11],cell,net
n_9353,drc_bufs221696,net,cell
drc_bufs221696,n_9453,cell,net
n_9458,drc_bufs221698,net,cell
drc_bufs221698,text_out[12],cell,net
n_9350,drc_bufs221699,net,cell
drc_bufs221699,n_9458,cell,net
n_9463,drc_bufs221701,net,cell
drc_bufs221701,text_out[13],cell,net
n_9347,drc_bufs221702,net,cell
drc_bufs221702,n_9463,cell,net
n_9468,drc_bufs221704,net,cell
drc_bufs221704,text_out[30],cell,net
n_9344,drc_bufs221705,net,cell
drc_bufs221705,n_9468,cell,net
n_9473,drc_bufs221707,net,cell
drc_bufs221707,text_out[15],cell,net
n_9341,drc_bufs221708,net,cell
drc_bufs221708,n_9473,cell,net
n_9478,drc_bufs221710,net,cell
drc_bufs221710,text_out[16],cell,net
n_9338,drc_bufs221711,net,cell
drc_bufs221711,n_9478,cell,net
n_9483,drc_bufs221713,net,cell
drc_bufs221713,text_out[17],cell,net
n_9335,drc_bufs221714,net,cell
drc_bufs221714,n_9483,cell,net
n_9488,drc_bufs221716,net,cell
drc_bufs221716,text_out[18],cell,net
n_9332,drc_bufs221717,net,cell
drc_bufs221717,n_9488,cell,net
n_9493,drc_bufs221719,net,cell
drc_bufs221719,text_out[19],cell,net
n_9329,drc_bufs221720,net,cell
drc_bufs221720,n_9493,cell,net
n_9498,drc_bufs221722,net,cell
drc_bufs221722,text_out[20],cell,net
n_9326,drc_bufs221723,net,cell
drc_bufs221723,n_9498,cell,net
n_9503,drc_bufs221725,net,cell
drc_bufs221725,text_out[21],cell,net
n_9323,drc_bufs221726,net,cell
drc_bufs221726,n_9503,cell,net
n_9508,drc_bufs221728,net,cell
drc_bufs221728,text_out[22],cell,net
n_9320,drc_bufs221729,net,cell
drc_bufs221729,n_9508,cell,net
n_9513,drc_bufs221731,net,cell
drc_bufs221731,text_out[23],cell,net
n_9317,drc_bufs221732,net,cell
drc_bufs221732,n_9513,cell,net
n_9518,drc_bufs221734,net,cell
drc_bufs221734,text_out[24],cell,net
n_9314,drc_bufs221735,net,cell
drc_bufs221735,n_9518,cell,net
n_9523,drc_bufs221737,net,cell
drc_bufs221737,text_out[25],cell,net
n_9311,drc_bufs221738,net,cell
drc_bufs221738,n_9523,cell,net
n_9528,drc_bufs221740,net,cell
drc_bufs221740,text_out[26],cell,net
n_9308,drc_bufs221741,net,cell
drc_bufs221741,n_9528,cell,net
n_9533,drc_bufs221743,net,cell
drc_bufs221743,text_out[27],cell,net
n_9305,drc_bufs221744,net,cell
drc_bufs221744,n_9533,cell,net
n_9538,drc_bufs221746,net,cell
drc_bufs221746,text_out[28],cell,net
n_9302,drc_bufs221747,net,cell
drc_bufs221747,n_9538,cell,net
n_9543,drc_bufs221749,net,cell
drc_bufs221749,text_out[29],cell,net
n_9299,drc_bufs221750,net,cell
drc_bufs221750,n_9543,cell,net
n_9548,drc_bufs221752,net,cell
drc_bufs221752,text_out[14],cell,net
n_9296,drc_bufs221753,net,cell
drc_bufs221753,n_9548,cell,net
n_9553,drc_bufs221755,net,cell
drc_bufs221755,text_out[31],cell,net
n_9293,drc_bufs221756,net,cell
drc_bufs221756,n_9553,cell,net
n_9558,drc_bufs221758,net,cell
drc_bufs221758,text_out[32],cell,net
n_9290,drc_bufs221759,net,cell
drc_bufs221759,n_9558,cell,net
n_9563,drc_bufs221761,net,cell
drc_bufs221761,text_out[33],cell,net
n_9287,drc_bufs221762,net,cell
drc_bufs221762,n_9563,cell,net
n_9568,drc_bufs221764,net,cell
drc_bufs221764,text_out[34],cell,net
n_9284,drc_bufs221765,net,cell
drc_bufs221765,n_9568,cell,net
n_9573,drc_bufs221767,net,cell
drc_bufs221767,text_out[35],cell,net
n_9281,drc_bufs221768,net,cell
drc_bufs221768,n_9573,cell,net
n_9578,drc_bufs221770,net,cell
drc_bufs221770,text_out[36],cell,net
n_9278,drc_bufs221771,net,cell
drc_bufs221771,n_9578,cell,net
n_9583,drc_bufs221773,net,cell
drc_bufs221773,text_out[37],cell,net
n_9275,drc_bufs221774,net,cell
drc_bufs221774,n_9583,cell,net
n_9588,drc_bufs221776,net,cell
drc_bufs221776,text_out[38],cell,net
n_9272,drc_bufs221777,net,cell
drc_bufs221777,n_9588,cell,net
n_9593,drc_bufs221779,net,cell
drc_bufs221779,text_out[39],cell,net
n_9269,drc_bufs221780,net,cell
drc_bufs221780,n_9593,cell,net
n_9598,drc_bufs221782,net,cell
drc_bufs221782,text_out[40],cell,net
n_9266,drc_bufs221783,net,cell
drc_bufs221783,n_9598,cell,net
n_9603,drc_bufs221785,net,cell
drc_bufs221785,text_out[41],cell,net
n_9263,drc_bufs221786,net,cell
drc_bufs221786,n_9603,cell,net
n_9608,drc_bufs221788,net,cell
drc_bufs221788,text_out[42],cell,net
n_9260,drc_bufs221789,net,cell
drc_bufs221789,n_9608,cell,net
n_9613,drc_bufs221791,net,cell
drc_bufs221791,text_out[43],cell,net
n_9257,drc_bufs221792,net,cell
drc_bufs221792,n_9613,cell,net
n_9618,drc_bufs221794,net,cell
drc_bufs221794,text_out[44],cell,net
n_9254,drc_bufs221795,net,cell
drc_bufs221795,n_9618,cell,net
n_9623,drc_bufs221797,net,cell
drc_bufs221797,text_out[45],cell,net
n_9251,drc_bufs221798,net,cell
drc_bufs221798,n_9623,cell,net
n_9628,drc_bufs221800,net,cell
drc_bufs221800,text_out[46],cell,net
n_9248,drc_bufs221801,net,cell
drc_bufs221801,n_9628,cell,net
n_9633,drc_bufs221803,net,cell
drc_bufs221803,text_out[47],cell,net
n_9245,drc_bufs221804,net,cell
drc_bufs221804,n_9633,cell,net
n_9638,drc_bufs221806,net,cell
drc_bufs221806,text_out[48],cell,net
n_9242,drc_bufs221807,net,cell
drc_bufs221807,n_9638,cell,net
n_9643,drc_bufs221809,net,cell
drc_bufs221809,text_out[49],cell,net
n_9239,drc_bufs221810,net,cell
drc_bufs221810,n_9643,cell,net
n_9648,drc_bufs221812,net,cell
drc_bufs221812,text_out[50],cell,net
n_9236,drc_bufs221813,net,cell
drc_bufs221813,n_9648,cell,net
n_9653,drc_bufs221815,net,cell
drc_bufs221815,text_out[51],cell,net
n_9233,drc_bufs221816,net,cell
drc_bufs221816,n_9653,cell,net
n_9658,drc_bufs221818,net,cell
drc_bufs221818,text_out[52],cell,net
n_9230,drc_bufs221819,net,cell
drc_bufs221819,n_9658,cell,net
n_9663,drc_bufs221821,net,cell
drc_bufs221821,text_out[53],cell,net
n_9227,drc_bufs221822,net,cell
drc_bufs221822,n_9663,cell,net
n_9668,drc_bufs221824,net,cell
drc_bufs221824,text_out[54],cell,net
n_9224,drc_bufs221825,net,cell
drc_bufs221825,n_9668,cell,net
n_9673,drc_bufs221827,net,cell
drc_bufs221827,text_out[55],cell,net
n_9221,drc_bufs221828,net,cell
drc_bufs221828,n_9673,cell,net
n_9678,drc_bufs221830,net,cell
drc_bufs221830,text_out[56],cell,net
n_9218,drc_bufs221831,net,cell
drc_bufs221831,n_9678,cell,net
n_9683,drc_bufs221833,net,cell
drc_bufs221833,text_out[57],cell,net
n_9215,drc_bufs221834,net,cell
drc_bufs221834,n_9683,cell,net
n_9688,drc_bufs221836,net,cell
drc_bufs221836,text_out[58],cell,net
n_9212,drc_bufs221837,net,cell
drc_bufs221837,n_9688,cell,net
n_9693,drc_bufs221839,net,cell
drc_bufs221839,text_out[59],cell,net
n_9209,drc_bufs221840,net,cell
drc_bufs221840,n_9693,cell,net
n_9698,drc_bufs221842,net,cell
drc_bufs221842,text_out[60],cell,net
n_9206,drc_bufs221843,net,cell
drc_bufs221843,n_9698,cell,net
n_9703,drc_bufs221845,net,cell
drc_bufs221845,text_out[61],cell,net
n_9203,drc_bufs221846,net,cell
drc_bufs221846,n_9703,cell,net
n_9708,drc_bufs221848,net,cell
drc_bufs221848,text_out[6],cell,net
n_9200,drc_bufs221849,net,cell
drc_bufs221849,n_9708,cell,net
n_9713,drc_bufs221851,net,cell
drc_bufs221851,text_out[63],cell,net
n_9197,drc_bufs221852,net,cell
drc_bufs221852,n_9713,cell,net
n_9718,drc_bufs221854,net,cell
drc_bufs221854,text_out[64],cell,net
n_9194,drc_bufs221855,net,cell
drc_bufs221855,n_9718,cell,net
n_9723,drc_bufs221857,net,cell
drc_bufs221857,text_out[65],cell,net
n_9191,drc_bufs221858,net,cell
drc_bufs221858,n_9723,cell,net
n_9728,drc_bufs221860,net,cell
drc_bufs221860,text_out[66],cell,net
n_9188,drc_bufs221861,net,cell
drc_bufs221861,n_9728,cell,net
n_9733,drc_bufs221863,net,cell
drc_bufs221863,text_out[67],cell,net
n_9185,drc_bufs221864,net,cell
drc_bufs221864,n_9733,cell,net
n_9738,drc_bufs221866,net,cell
drc_bufs221866,text_out[68],cell,net
n_9182,drc_bufs221867,net,cell
drc_bufs221867,n_9738,cell,net
n_9743,drc_bufs221869,net,cell
drc_bufs221869,text_out[69],cell,net
n_9179,drc_bufs221870,net,cell
drc_bufs221870,n_9743,cell,net
n_9748,drc_bufs221872,net,cell
drc_bufs221872,text_out[70],cell,net
n_9176,drc_bufs221873,net,cell
drc_bufs221873,n_9748,cell,net
n_9753,drc_bufs221875,net,cell
drc_bufs221875,text_out[71],cell,net
n_9173,drc_bufs221876,net,cell
drc_bufs221876,n_9753,cell,net
n_9758,drc_bufs221878,net,cell
drc_bufs221878,text_out[72],cell,net
n_9170,drc_bufs221879,net,cell
drc_bufs221879,n_9758,cell,net
n_9763,drc_bufs221881,net,cell
drc_bufs221881,text_out[73],cell,net
n_9167,drc_bufs221882,net,cell
drc_bufs221882,n_9763,cell,net
n_9768,drc_bufs221884,net,cell
drc_bufs221884,text_out[74],cell,net
n_9164,drc_bufs221885,net,cell
drc_bufs221885,n_9768,cell,net
n_9773,drc_bufs221887,net,cell
drc_bufs221887,text_out[75],cell,net
n_9161,drc_bufs221888,net,cell
drc_bufs221888,n_9773,cell,net
n_9778,drc_bufs221890,net,cell
drc_bufs221890,text_out[76],cell,net
n_9158,drc_bufs221891,net,cell
drc_bufs221891,n_9778,cell,net
n_9783,drc_bufs221893,net,cell
drc_bufs221893,text_out[77],cell,net
n_9155,drc_bufs221894,net,cell
drc_bufs221894,n_9783,cell,net
n_9788,drc_bufs221896,net,cell
drc_bufs221896,text_out[78],cell,net
n_9152,drc_bufs221897,net,cell
drc_bufs221897,n_9788,cell,net
n_9793,drc_bufs221899,net,cell
drc_bufs221899,text_out[79],cell,net
n_9149,drc_bufs221900,net,cell
drc_bufs221900,n_9793,cell,net
n_9798,drc_bufs221902,net,cell
drc_bufs221902,text_out[80],cell,net
n_9146,drc_bufs221903,net,cell
drc_bufs221903,n_9798,cell,net
n_9803,drc_bufs221905,net,cell
drc_bufs221905,text_out[81],cell,net
n_9143,drc_bufs221906,net,cell
drc_bufs221906,n_9803,cell,net
n_9808,drc_bufs221908,net,cell
drc_bufs221908,text_out[82],cell,net
n_9140,drc_bufs221909,net,cell
drc_bufs221909,n_9808,cell,net
n_9813,drc_bufs221911,net,cell
drc_bufs221911,text_out[83],cell,net
n_9137,drc_bufs221912,net,cell
drc_bufs221912,n_9813,cell,net
n_9818,drc_bufs221914,net,cell
drc_bufs221914,text_out[84],cell,net
n_9134,drc_bufs221915,net,cell
drc_bufs221915,n_9818,cell,net
