pin_name,x,y,is_in_clk,is_port,is_startpoint,is_endpoint,dir,maxcap,maxtran,num_reachable_endpoint,cell_name,net_name,pin_tran,pin_slack,pin_rise_arr,pin_fall_arr,input_pin_cap
configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[3\]/CLK,94,178,1,-1,1,0,0,0.0,3.199999987213431e-10,0,configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[3\],pci_clk_i,9.999999960041972e-12,5.071443265336484e-10,0.0,2.999999970665357e-10,4.628990058119428e-16
configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[3\]/D,252,135,0,-1,0,1,0,0.0,3.199999987213431e-10,1,configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[3\],n_5662,2.860299844198444e-11,5.113043322069188e-10,6.388486267772109e-11,6.179455558363856e-11,5.616789822691145e-16
configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[3\]/QN,1366,135,0,-1,0,0,1,4.608000179345817e-14,3.999999886872274e-09,0,configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[3\],configuration_meta_cache_lsize_to_wb_bits[5],1.4522045892195745e-11,5.071443265336484e-10,4.981135295900607e-11,5.0428453080009206e-11,-1
configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[3\]/SETN,824,178,0,-1,0,1,0,0.0,3.199999987213431e-10,1449,configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[3\],pci_rst_i,9.999999960041972e-12,1.0000000150474662e+30,1.9999999920083944e-11,1.9999999920083944e-11,1.0794500000140526e-15
configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[4\]/CLK,94,178,1,-1,1,0,0,0.0,3.199999987213431e-10,0,configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[4\],pci_clk_i,9.999999960041972e-12,5.071443265336484e-10,0.0,2.999999970665357e-10,4.628990058119428e-16
configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[4\]/D,252,135,0,-1,0,1,0,0.0,3.199999987213431e-10,1,configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[4\],n_5661,2.911251101300749e-11,5.099868305435962e-10,6.530175011842942e-11,6.318032208518787e-11,5.616789822691145e-16
configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[4\]/QN,1366,135,0,-1,0,0,1,4.608000179345817e-14,3.999999886872274e-09,0,configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[4\],configuration_meta_cache_lsize_to_wb_bits[6],1.4522045892195745e-11,5.071443265336484e-10,4.981135295900607e-11,5.0428453080009206e-11,-1
configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[4\]/SETN,824,178,0,-1,0,1,0,0.0,3.199999987213431e-10,1449,configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[4\],pci_rst_i,9.999999960041972e-12,1.0000000150474662e+30,1.9999999920083944e-11,1.9999999920083944e-11,1.0794500000140526e-15
configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[5\]/CLK,94,178,1,-1,1,0,0,0.0,3.199999987213431e-10,0,configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[5\],pci_clk_i,9.999999960041972e-12,5.071443265336484e-10,0.0,2.999999970665357e-10,4.628990058119428e-16
configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[5\]/D,252,135,0,-1,0,1,0,0.0,3.199999987213431e-10,1,configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[5\],n_5754,2.8771181617703867e-11,5.105223466195241e-10,6.469961372213007e-11,6.262743795781844e-11,5.616789822691145e-16
configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[5\]/QN,1366,135,0,-1,0,0,1,4.608000179345817e-14,3.999999886872274e-09,0,configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[5\],configuration_meta_cache_lsize_to_wb_bits[7],1.4522045892195745e-11,5.071443265336484e-10,4.981135295900607e-11,5.0428453080009206e-11,-1
configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[5\]/SETN,824,178,0,-1,0,1,0,0.0,3.199999987213431e-10,1449,configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[5\],pci_rst_i,9.999999960041972e-12,1.0000000150474662e+30,1.9999999920083944e-11,1.9999999920083944e-11,1.0794500000140526e-15
configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[6\]/CLK,94,178,1,-1,1,0,0,0.0,3.199999987213431e-10,0,configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[6\],pci_clk_i,9.999999960041972e-12,5.157773097508311e-10,0.0,2.999999970665357e-10,4.628990058119428e-16
configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[6\]/D,252,135,0,-1,0,1,0,0.0,3.199999987213431e-10,1,configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[6\],n_6149,9.16532995332009e-12,4.4699094425837416e-10,1.3469418636002928e-10,1.3355759553856927e-10,5.616789822691145e-16
configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[6\]/QN,1366,135,0,-1,0,0,1,4.608000179345817e-14,3.999999886872274e-09,0,configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[6\],configuration_meta_cache_lsize_to_wb_bits[8],1.4522045892195745e-11,5.157773097508311e-10,4.981135295900607e-11,5.0428453080009206e-11,-1
configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[6\]/SETN,824,178,0,-1,0,1,0,0.0,3.199999987213431e-10,1449,configuration_cache_lsize_to_wb_bits_sync_sync_data_out_reg\[6\],pci_rst_i,9.999999960041972e-12,1.0000000150474662e+30,1.9999999920083944e-11,1.9999999920083944e-11,1.0794500000140526e-15
configuration_command_bit2_0_reg\[0\]/CLK,94,178,1,-1,1,0,0,0.0,3.199999987213431e-10,0,configuration_command_bit2_0_reg\[0\],pci_clk_i,9.999999960041972e-12,4.0521080935107534e-10,0.0,2.999999970665357e-10,4.628990058119428e-16
configuration_command_bit2_0_reg\[0\]/D,252,135,0,-1,0,1,0,0.0,3.199999987213431e-10,1,configuration_command_bit2_0_reg\[0\],n_2695,3.008165591622536e-11,4.0116243660293094e-10,1.7431529830691517e-10,1.6654370937896346e-10,5.616789822691145e-16
configuration_command_bit2_0_reg\[0\]/QN,1366,135,0,-1,0,0,1,4.608000179345817e-14,3.999999886872274e-09,0,configuration_command_bit2_0_reg\[0\],configuration_command_bit2_0[0],2.6193562943643833e-11,4.0521080935107534e-10,5.8057447738235624e-11,5.965782035044498e-11,-1
configuration_command_bit2_0_reg\[0\]/SETN,824,178,0,-1,0,1,0,0.0,3.199999987213431e-10,1449,configuration_command_bit2_0_reg\[0\],pci_rst_i,9.999999960041972e-12,1.0000000150474662e+30,1.9999999920083944e-11,1.9999999920083944e-11,1.0794500000140526e-15
configuration_command_bit2_0_reg\[1\]/CLK,94,178,1,-1,1,0,0,0.0,3.199999987213431e-10,0,configuration_command_bit2_0_reg\[1\],pci_clk_i,9.999999960041972e-12,4.093363425994312e-10,0.0,2.999999970665357e-10,4.628990058119428e-16
configuration_command_bit2_0_reg\[1\]/D,252,135,0,-1,0,1,0,0.0,3.199999987213431e-10,1,configuration_command_bit2_0_reg\[1\],n_2692,3.340965004650087e-11,4.0181191707233666e-10,1.7431529830691517e-10,1.6654370937896346e-10,5.616789822691145e-16
configuration_command_bit2_0_reg\[1\]/QN,1366,135,0,-1,0,0,1,4.608000179345817e-14,3.999999886872274e-09,0,configuration_command_bit2_0_reg\[1\],configuration_command_bit2_0[1],2.5655219268450047e-11,4.093363425994312e-10,5.767709920778685e-11,5.920443302276368e-11,-1
configuration_command_bit2_0_reg\[1\]/SETN,824,178,0,-1,0,1,0,0.0,3.199999987213431e-10,1449,configuration_command_bit2_0_reg\[1\],pci_rst_i,9.999999960041972e-12,1.0000000150474662e+30,1.9999999920083944e-11,1.9999999920083944e-11,1.0794500000140526e-15
configuration_command_bit2_0_reg\[2\]/CLK,94,178,1,-1,1,0,0,0.0,3.199999987213431e-10,0,configuration_command_bit2_0_reg\[2\],pci_clk_i,9.999999960041972e-12,4.841364531493753e-10,0.0,2.999999970665357e-10,4.628990058119428e-16
configuration_command_bit2_0_reg\[2\]/D,252,135,0,-1,0,1,0,0.0,3.199999987213431e-10,1,configuration_command_bit2_0_reg\[2\],n_2694,3.473546797416738e-11,4.0207065454822555e-10,1.7431529830691517e-10,1.6654370937896346e-10,5.616789822691145e-16
configuration_command_bit2_0_reg\[2\]/QN,1366,135,0,-1,0,0,1,4.608000179345817e-14,3.999999886872274e-09,0,configuration_command_bit2_0_reg\[2\],configuration_command_bit2_0[2],2.2817537789765474e-11,4.841364531493753e-10,5.5672237653237033e-11,5.698962482481029e-11,-1
configuration_command_bit2_0_reg\[2\]/SETN,824,178,0,-1,0,1,0,0.0,3.199999987213431e-10,1449,configuration_command_bit2_0_reg\[2\],pci_rst_i,9.999999960041972e-12,1.0000000150474662e+30,1.9999999920083944e-11,1.9999999920083944e-11,1.0794500000140526e-15
configuration_command_bit6_reg/CLK,94,178,1,-1,1,0,0,0.0,3.199999987213431e-10,0,configuration_command_bit6_reg,pci_clk_i,9.999999960041972e-12,4.5124762260151385e-10,0.0,2.999999970665357e-10,4.628990058119428e-16
configuration_command_bit6_reg/D,252,135,0,-1,0,1,0,0.0,3.199999987213431e-10,1,configuration_command_bit6_reg,n_2693,2.8401066221039883e-11,4.0083447672145667e-10,1.7431529830691517e-10,1.6654370937896346e-10,5.616789822691145e-16
configuration_command_bit6_reg/QN,1366,135,0,-1,0,0,1,4.608000179345817e-14,3.999999886872274e-09,0,configuration_command_bit6_reg,configuration_command_bit6,2.6752077983416278e-11,4.5124762260151385e-10,5.843564521157418e-11,6.010339448359048e-11,-1
configuration_command_bit6_reg/SETN,824,178,0,-1,0,1,0,0.0,3.199999987213431e-10,1449,configuration_command_bit6_reg,pci_rst_i,9.999999960041972e-12,1.0000000150474662e+30,1.9999999920083944e-11,1.9999999920083944e-11,1.0794500000140526e-15
configuration_command_bit8_reg/CLK,94,178,1,-1,1,0,0,0.0,3.199999987213431e-10,0,configuration_command_bit8_reg,pci_clk_i,9.999999960041972e-12,4.774167727816803e-10,0.0,2.999999970665357e-10,4.628990058119428e-16
configuration_command_bit8_reg/D,252,135,0,-1,0,1,0,0.0,3.199999987213431e-10,1,configuration_command_bit8_reg,n_2814,2.7911851649409236e-11,4.027506106396572e-10,1.7230367133080904e-10,1.6039956862723415e-10,5.616789822691145e-16
configuration_command_bit8_reg/QN,1366,135,0,-1,0,0,1,4.608000179345817e-14,3.999999886872274e-09,0,configuration_command_bit8_reg,configuration_command_bit8,2.553190818488371e-11,4.774167727816803e-10,5.75899813948233e-11,5.902270339142035e-11,-1
configuration_command_bit8_reg/SETN,824,178,0,-1,0,1,0,0.0,3.199999987213431e-10,1449,configuration_command_bit8_reg,pci_rst_i,9.999999960041972e-12,1.0000000150474662e+30,1.9999999920083944e-11,1.9999999920083944e-11,1.0794500000140526e-15
configuration_command_bit_sync_sync_data_out_reg\[0\]/CLK,94,178,1,-1,1,0,0,0.0,3.199999987213431e-10,0,configuration_command_bit_sync_sync_data_out_reg\[0\],pci_clk_i,9.999999960041972e-12,5.071443265336484e-10,0.0,2.999999970665357e-10,4.628990058119428e-16
configuration_command_bit_sync_sync_data_out_reg\[0\]/D,252,135,0,-1,0,1,0,0.0,3.199999987213431e-10,1,configuration_command_bit_sync_sync_data_out_reg\[0\],n_5687,2.181941259615794e-11,4.985968304893618e-10,7.52684858884578e-11,7.120283529449267e-11,5.616789822691145e-16
configuration_command_bit_sync_sync_data_out_reg\[0\]/QN,1366,135,0,-1,0,0,1,4.608000179345817e-14,3.999999886872274e-09,0,configuration_command_bit_sync_sync_data_out_reg\[0\],configuration_meta_command_bit,1.4522045892195745e-11,5.071443265336484e-10,4.981135295900607e-11,5.0428453080009206e-11,-1
configuration_command_bit_sync_sync_data_out_reg\[0\]/SETN,824,178,0,-1,0,1,0,0.0,3.199999987213431e-10,1449,configuration_command_bit_sync_sync_data_out_reg\[0\],pci_rst_i,9.999999960041972e-12,1.0000000150474662e+30,1.9999999920083944e-11,1.9999999920083944e-11,1.0794500000140526e-15
configuration_i_wb_init_complete_sync_sync_data_out_reg\[0\]/CLK,94,178,1,-1,1,0,0,0.0,3.199999987213431e-10,0,configuration_i_wb_init_complete_sync_sync_data_out_reg\[0\],pci_clk_i,9.999999960041972e-12,5.071443265336484e-10,0.0,2.999999970665357e-10,4.628990058119428e-16
configuration_i_wb_init_complete_sync_sync_data_out_reg\[0\]/D,252,135,0,-1,0,1,0,0.0,3.199999987213431e-10,1,configuration_i_wb_init_complete_sync_sync_data_out_reg\[0\],n_5720,2.276348207153056e-11,5.125653235182881e-10,6.14842066148924e-11,6.105634747788358e-11,5.616789822691145e-16
configuration_i_wb_init_complete_sync_sync_data_out_reg\[0\]/QN,1366,135,0,-1,0,0,1,4.608000179345817e-14,3.999999886872274e-09,0,configuration_i_wb_init_complete_sync_sync_data_out_reg\[0\],configuration_sync_init_complete,1.4522045892195745e-11,5.071443265336484e-10,4.981135295900607e-11,5.0428453080009206e-11,-1
configuration_i_wb_init_complete_sync_sync_data_out_reg\[0\]/SETN,824,178,0,-1,0,1,0,0.0,3.199999987213431e-10,1449,configuration_i_wb_init_complete_sync_sync_data_out_reg\[0\],pci_rst_i,9.999999960041972e-12,1.0000000150474662e+30,1.9999999920083944e-11,1.9999999920083944e-11,1.0794500000140526e-15
configuration_icr_bit2_0_reg\[0\]/CLK,94,178,1,-1,1,0,0,0.0,3.199999987213431e-10,0,configuration_icr_bit2_0_reg\[0\],pci_clk_i,9.999999960041972e-12,4.828829558434222e-10,0.0,2.999999970665357e-10,4.935550339972073e-16
configuration_icr_bit2_0_reg\[0\]/D,252,135,0,-1,0,1,0,0.0,3.199999987213431e-10,1,configuration_icr_bit2_0_reg\[0\],n_2804,3.016447161496849e-11,3.991809938153068e-10,1.8536164270166466e-10,1.6557177850984317e-10,6.212930022781945e-16
